OCLC,TITLE,AUTHORS,PUB_DATE,PUBLISHER,GENRE,SUMMARY,FORMAT,RECORD #(BIBLIO),CALL #(BIBLIO),LANG,LOCATION,SUBJECT
37331497,Exorcizing evil,Cheryl A Kirk-Duggan,1997,Orbis Books,Criticism  interpretation  etc ,The Spirituals  born in the early history of the United States  still anchor the soul and awaken the history of much of the African-American community  In Exorcizing Evil  Cheryl Kirk-Duggan tells us of the birthing of the Spirituals by African-American slaves who drew upon their African traditions  their creativity  and spirituality to affirm God  and to cope with oppression amid the evils of slavery and racism  Kirk-Duggan explores the historical context of the Spirituals during the Civil Rights era  and shows us that by embodying the language of power and survival  the Spirituals empowered both slaves and oppressed Blacks to celebrate their life-force and power  and to look to God for support in their suffering ,25 cm.,b24935967,ML3556 .K57 1997,eng,txxx0,"Spirituals (Songs) -- History and criticism;""African Americans -- Music -- History and criticism"";""Womanist theology"";""African Americans -- Religion"""
768167700,The authority and authorization of Torah in the Persian period,Kyong-Jin Lee,2011,Peeters,Criticism  interpretation  etc   History ,,24 cm.,b36543329,BS1199.B3 L44 2011,eng,txxx0,"Jews -- History -- Babylonian captivity, 598-515 B.C;""Jewish law -- History -- To 1500"";""Bible. Ezra -- Criticism, interpretation, etc"""
756912962,Conversion and the politics of religion in early modern Germany,"Jared Poley,  David Martin Luebke,  Daniel C Ryan,  David Warren Sabean",2012,Berghahn Books,Church history   Conference papers and proceedings ,,24 cm.,b3783082x,BT780 .G47 2012,eng,txxx0,"Conversion -- Christianity -- History of doctrines -- Congresses;""Germany -- Church history -- Congresses"";""Christianity and politics -- Germany -- Congresses"""
48851057,Constructing the erotic,Barbara J  Blodgett,2002,Pilgrim Press,,,23 cm,b37869966,HQ51 .B56 2002,eng,txxx0,"Sex instruction for girls;""Sexual ethics for teenagers"""
37675846,Bearing witness,BernardGlassman,1998,Bell Tower,,,21 cm,b37878335,BQ4570.P4 G53 1998,eng,txxx0,"Peace -- Religious aspects -- Zen Buddhism;""Spiritual life -- Zen Buddhism"";""Zen Buddhism -- Doctrines"";""Auschwitz (Concentration camp)"""
32014453,"Hope, faith &amp; courage",,1993,Cocaine Anonymous World Services,,,23 cm,b37878451,HV5810 .H67 1993,eng,txxx0,"Cocaine Anonymous World Services, Inc;""Cocaine abuse -- Prevention"";""Drug addicts -- Rehabilitation"";""Twelve-step programs"""
785558808,Ecclesiology and exclusion,"Pascal D Bazzell,  Dennis M Doyle,  Timothy J Furry",2012,Orbis Books,,,24 cm,b38068266,BV639.M56 E23 2012,eng,txxx0,"Church and minorities;""Social integration -- Religious aspects -- Christianity"";""Marginality, Social -- Religious aspects -- Christianity"";""Reconciliation -- Religious aspects -- Christianity"";""Church membership"";""Postmodernism -- Religious aspects -- Christianity"""
781681247,Church transfusion,"Phil Helfer,  Neil Cole",2012,Jossey-Bass,,"Challenges churches to transfuse themselves with the life-giving qualities and energy of the organic church movementIn Church Transfusion Neil Cole (the foremost expert on organic church, teams up with his co-founder of Church Multiplication Associates  Phil Helfer  to revisit the themes from Cole\s previous books  They show conventional church leaders how to use organic principles to heal their DNA and transfuse themselves with an entirely new energy  vision  and a more missional approach to what they are and what they do  Since established churches can\t start from scratch the way new ones can  nor can they shift completely the way Cole\s Church 3 0 proposed  Church Transfusion not only applies the organic principles for them but also gives tangible examples of how they do indeed work to bring change from the inside out  Offers a blueprint for applying organic principles to established churches to infuse them with renewed energy and vision Neil Cole is the author of Church 3 0 and Organic Church A new title in the Leadership Network series Church Transfusion is Neil Cole\s most powerful follow up to Organic Church--",24 cm.,b38243611,BV600.3 .C635 2012,eng,txxx0,"Church renewal;""Church"""
778244932,Become like the angels,"  Origen ,  Benjamin P Blosser",2012,Catholic University of America Press,,"Origen of Alexandria (c  185-245,  a catechist  presbyter  and confessor of the ancient church was a foundational figure in the establishment of early Christian theology  Today he is commonly referred to as the first Christian theologian  and is widely known as a master of biblical exegesis  rational inquiry  and spiritual formation  Yet his legacy remains somewhat ambiguous in part because of the posthumous condemnation of certain propositions from his works  Become Like the Angels explores Origens legacy and  in particular  his teachings about the origin  nature  and destiny of the human person  By way of historical critical approach  Benjamin P  Blosser discusses the influence of Middle Platonic philosophy on the human soul and then compares it with Origens teaching ",23 cm,b38284662,BR65.O68 B56 2012,eng,txxx0,"Origen;""Soul -- History of doctrines -- Early church, ca. 30-600"";""Soul"""
777386221,Arminius and his Declaration of sentiments,"  Arminius  Jacobus ,  W  Stephen Gunter,  Jacobus Arminius",2012,Baylor University Press,,"This translation is from the manuscript copy of Arminiuss oral presentation before the States of Holland in 1608  Previous English translations have been from a Latin translation (Declaratio sententiae de predestinatione, published years later in 1618  The editor provides significant textual apparatus to help readers understand the differences  which he claims to be significant ",24 cm,b38284376,BX6195 .A6813 2012,eng,txxx0,"Theology;""Arminius, Jacobus, 1560-1609. Verklaring"""
796229914,An analysis of the inter-dependency of the prominent motifs within the book of Qohelet,Richard Alan FuhrJr  ,2013,Peter Lang,Criticism  interpretation  etc ,,24 cm.,b38378577,BS1475.52 .F84 2013,eng,txxx0,"Bible. Ecclesiastes -- Criticism, interpretation, etc;""Bible. Ecclesiastes -- Language, Style"""
765486866,The challenge of received tradition,"  Naomi Grunhaus,  Kimhi  David ",2013,Oxford University Press,Criticism  interpretation  etc ,,25 cm,b38378553,BS1161.K55 G78 2013,eng,txxx0,"Kimhi, David, approximately 1160-ca. 1235;""Bible. Old Testament -- Hermeneutics"";""Bible. Old Testament -- Criticism, interpretation, etc"";""Rabbinical literature -- History and criticism"""
28026822,Body process,James I Kepner,1993,Jossey-Bass,,,25 cm.,b38423789,RC489.G4 K47 1993,eng,txxx0,"Gestalt therapy;""Body image"";""Mind and body"""
806981030,Eschatological sanctuary in Exodus 15:17 and related texts,Kevin Chen,2013,Peter Lang,,,24 cm.,b38451396,BS1245.52 .C44 2013,eng,txxx0,"Bible. Exodus XV, 17 -- Criticism, interpretation, etc"
794361919,From knowledge to beatitude,"  Hugh of Saint-Victor ,  LesleySmith,  E  Ann Matter,  Grover A Zinn",2013,University of Notre Dame Press,Criticism  interpretation  etc   History ,,23 cm,b38455250,BT26 .F76 2013,eng,txxx0,"Theology -- History -- Middle Ages, 600-1500;""Spiritual life -- Christianity -- History of doctrines -- Middle Ages, 600-1500"";""Bible -- Criticism, interpretation, etc. -- History -- Middle Ages, 600-1500"";""Saint-Victor (Abbey : Paris, France)"";""Hugh, of Saint-Victor, 1096?-1141"";""Paris (France) -- Intellectual life"""
655301413,Dietrich Bonhoeffer's letters and papers from prison,"  Martin E  Marty,  Bonhoeffer  Dietrich ",2011,Princeton University Press,Einfu\xcc\x88hrung   Records and correspondence ,Martin Marty tells how and why Letters and Papers from Prison has been read and used in such dramatically different ways  from the cold war to today  --from publisher description ,20 cm.,b3848030x,BX4827.B57 M359 2011,eng,txxx0,"Bonhoeffer, Dietrich, 1906-1945;""Bonhoeffer, Dietrich, 1906-1945. Widerstand und Ergebung"";""Prisoners of war -- Germany -- Correspondence"";""Theologians -- Germany -- Correspondence"""
767569302,Gods and diseases,David J Tacey,2013,Routledge,,"Todays society faces many problems that cannot be solved by the application of reason  logic or medicine  Some of these include alcoholism  suicide  drug addiction and child abuse to name but a few  Many mental health problems are on the increase  such as depression  phobias  and anxiety  with no obvious solution in sight  In God and Diseases  David Tracey argues that the answers lie in leaving behind the confines of conventional medicine  Instead we should turn towards spirituality and to what he calls meaning-making  to make sense of our physical and mental wellbeing and explore how the numinous may help us to heal  (back cover, ",24 cm,b38483944,BT732.4 .T33 2013,eng,txxx0,"Mental health -- Religious aspects -- Christianity;""Healing -- Religious aspects -- Christianity"";""Spiritual healing"";""Psychology, Religious"""
812729675,The future of the biblical past,"Fernando F Segovia,  Roland Boer",2012,Society of Biblical Literature,Criticism  interpretation  etc ,,23 cm.,b38478663,BS511.3 .F88 2012,eng,txxx0,"Bible -- Criticism, interpretation, etc. -- History -- 20th century;""Bible -- Criticism, interpretation, etc. -- History -- 21st century"";""Bible -- Study and teaching -- Cross-cultural studies"";""Globalization -- Religious aspects -- Christianity"""
815873301,An Anglican hermeneutic of the transfiguration,"Jesus Christ,  Benjamin Thomas",2013,Peter Lang,,,24 cm.,b38489168,BT410 .T46 2013,eng,txxx0,"Jesus Christ -- Transfiguration -- History of doctrines;""Anglican Communion -- Doctrines"""
69013523,The forgotten ways,Alan Hirsch,2006,Brazos Press,,Alan Hirsch is convinced that the inherited formulas for growing the Body of Christ do not work anymore  And rather than relying on slightly revised solutions from the past  he sees a vision of the future growth of the church coming about by harnessing the power of the early church  which grew from as few as 25 000 adherents in AD 100 to up to 20 million in AD 310  Such incredible growth is also being experienced today in the church in China and other parts of the world  How do they do it? The Forgotten Ways explores the concept of Apostolic Genius as a way to understand what caused the church to expand at various times in history  interpreting it for use in our own time and place  From the theological underpinnings to the practical application  Hirsch takes the reader through this dynamic mixture of passion  prayer  and incarnational practice to rediscover the dormant potential of the modern church in the West  --From publishers description ,23 cm,b38507511,BV600.3 .H57 2006,eng,txxx0,"Church;""Missions"";""Postmodernism -- Religious aspects -- Christianity"""
43566168,La fe en Jesucristo,"  Jesus Christ,  Jon Sobrino",1999,UCA Editores,,,21 cm.,b38556571,BT203 .S63 2000,spa,txxx0,"Jesus Christ -- Person and offices;""Jesus Christ -- Resurrection"";""Poverty -- Religious aspects -- Catholic Church"";""Liberation theology"";""Catholic Church -- Doctrines"""
238637300,Zhongguo di xia she hui.,Baoqi Qin,1993,Xue yuan chu ban she,History ,"Ben juan jiang shu qing dai qian qi (1644-1840, de mi mi jiao men yu mi mi hui dang ",21 cm,b38659062,HS310 .C43 1994,chi,haxx0,"Secret societies -- China -- History;""China -- History -- Qing dynasty, 1644-1912"""
13005047,Shanghai gong gong zu jie shi gao.,  Shixun Kuai,1980,"Shanghai ren min chu ban she, Xin hua shu dian Shanghai fa xing suo fa xing",History ,,21 cm.,b38659074,DS796.S257 S4827 1980,chi,haxx0,Shanghai (China) -- History
12663874,Luo hong xiao xiao,"  Xiao  Hong ,  Huixin Liu,  Ying Song",1983,"Sichuan ren min chu ban she, Sichuan sheng xin hua shu dian fa xing",Fiction ,,19 cm,b38659086,PL2879.H93 L86 1983,chi,haxx0,"880-05 Xiao, Hong, 1911-1942 -- Fiction"
13011198,"Shao shu min zu huo jiang duan pian xiao shuo xuan, 1976-1980","Doushan Kai,  Biyun Wu",1983,"Sichuan sheng xin hua shu dian fa xing, Sichuan min zu chu ban she",,,21 cm,b38659098,PL2515.5.M56 S55 1983,chi,haxx0,"Chinese fiction -- Minority authors;""Short stories, Chinese"";""Chinese fiction -- 20th century"""
49595873,Man shuo Xi you,"Wu  Cheng\en \\\\\\,  Jinchi Zhang",2001,San lian shu dian (Xianggang) you xian gong si,,,21 cm,b38659104,PL2697.H753 Z34 2001,chi,haxx0,"880-06 Wu, Cheng'en, approximately 1500-approximately 1582. Xi you ji"
52454901,"Chuan qi wei wan, Zhang Ailing","  Dengshan Cai,  Zhang  Ailing",2003,Tian xia yuan jian wen hua shi ye qun,Criticism  interpretation  etc ,,21 cm.,b38659116,PL2837.E35 Z53 2003,chi,haxx0,"880-07 Zhang, Ailing -- Criticism and interpretation"
32928494,Dīwān Imriʼ al-Qays,"\\xca\\xbbUmar T\\xcc\\xa3abba\\xcc\\x84\\xca\\xbb,  Imru\\xca\\xbc al-Qays ",1994,Dār al-Qalam,,,24 cm,b38659128,PJ7696.I6 A17 1994,ara,hxxx0,Arabic poetry -- To 622
